Zip_Code
77062
77055
77085
77082
77080
77033
77036
77043
77017
77042
77489
77013
77099
77035
77021
77026
77093
77088
77028
77034
77004
77077
77031
77063
77027
77009
77081
77023
77011
77058
77091
77012
77061
77078
77022
77016
77067
77041
77048
77096
77002
77008
77019
77006
77054
77003
77040
77092
77089
77057
77056
77339
77007
77074
77076
77064
77072
77075
77020
77060
77018
77087
77053
77079
77030
77025
77094
77032
77071
77051
77015
77045
77005
77546
77024
77598
77396
77070
77047
77037
77336
77098
77365
77046
77338
77345
77069
77065
77478
77450
77084
77038
77029
77010
77059
77584
77014
77083
77504
77039
77477
77090
77044
77050
77401
77587
77375
77073
77532
77506
77471
77049
77066
77581
77562
77573
77459
77095
77494
77086
77380
77545
77520
77346
77502
77433
77373
77449
77461
77357
77493
77530
77377
77547
77484
77388
77535
77469
77590
77068
77379
77551
77554
77539
77417
77578
77429
77521
77389
77386
77505
77583
77407
77479
77385
